coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_C,Soil_Type
36.1200_2.5800,36.12,2.58,18.36,64.8,695.0,7.4,10.8,5.4,14.72,19.7,Silt
36.1200_2.6400,36.12,2.64,17.97,64.72,695.0,7.1,10.3,5.15,16.0,12.4,Silt
36.1200_2.7000,36.12,2.7,17.02,62.93,688.8,7.0,11.1,5.55,15.6,14.8,Silt
36.1200_2.7600,36.12,2.76,15.63,60.53,717.6,7.0,13.0,6.5,13.68,19.0,Silt
36.1200_2.8200,36.12,2.82,16.48,60.68,717.6,7.2,11.8,5.9,13.6,14.7,Clay
36.1200_2.8800,36.12,2.88,16.06,60.57,663.8,7.0,11.6,5.8,14.16,16.2,Silt
36.1200_2.9400,36.12,2.94,16.06,60.57,663.8,6.9,11.0,5.5,14.4,17.1,Silt
36.1200_3.0000,36.12,3.0,14.79,59.68,630.9,6.8,11.8,5.9,14.24,20.5,Silt
36.1200_3.0600,36.12,3.06,16.23,59.97,630.9,7.2,9.7,4.85,13.28,10.2,Silt
36.1200_3.1200,36.12,3.12,16.5,59.51,574.9,7.3,10.4,5.2,13.04,14.0,Silt
36.1200_3.1800,36.12,3.18,17.26,60.25,554.7,7.5,9.5,4.75,14.72,9.3,Clay
36.1200_3.2400,36.12,3.24,16.24,59.38,642.7,7.4,10.1,5.05,14.0,10.4,Silt
36.1200_3.3000,36.12,3.3,16.24,59.38,642.7,7.3,10.5,5.25,13.84,11.6,Silt
36.1200_3.3600,36.12,3.36,17.03,58.96,685.4,7.3,9.6,4.8,14.72,11.2,Silt
36.1200_3.4200,36.12,3.42,15.65,60.37,678.5,7.2,11.0,5.5,12.88,18.9,Silt
36.1200_3.4800,36.12,3.48,14.99,62.35,686.9,6.9,11.6,5.8,12.24,24.5,Silt
36.1200_3.5400,36.12,3.54,14.99,62.35,686.9,6.9,12.9,6.45,12.08,20.3,Loamy
36.1200_3.6000,36.12,3.6,14.53,63.05,678.5,7.1,10.6,5.3,13.68,15.9,Silt
36.1200_3.6600,36.12,3.66,14.53,63.05,678.5,6.9,10.1,5.05,13.76,13.0,Silt
36.1200_3.7200,36.12,3.72,14.96,61.8,636.0,7.1,10.8,5.4,13.6,13.6,Silt
36.1200_3.7800,36.12,3.78,14.96,61.8,636.0,7.1,10.7,5.35,12.72,15.2,Silt
36.1200_3.8400,36.12,3.84,16.89,60.36,619.9,7.2,10.8,5.4,13.12,14.5,Silt
36.1200_3.9000,36.12,3.9,15.02,61.03,575.3,7.0,11.9,5.95,12.88,13.8,Silt
36.1200_3.9600,36.12,3.96,17.07,59.46,616.4,7.4,9.7,4.85,14.32,11.1,Silt
36.1200_4.0200,36.12,4.02,15.59,61.09,640.4,7.2,10.1,5.05,13.44,18.0,Silt
36.1200_4.0800,36.12,4.08,16.97,60.38,717.5,7.3,11.5,5.75,14.24,11.5,Silt
36.1800_1.8000,36.18,1.8,20.04,56.31,560.9,7.7,9.4,4.7,18.24,9.6,Silt
36.1800_1.8600,36.18,1.86,19.71,57.25,587.3,7.8,8.9,4.45,17.76,8.7,Silt
36.1800_1.9200,36.18,1.92,19.71,57.25,587.3,7.5,9.7,4.85,16.8,11.1,Silt
36.1800_1.9800,36.18,1.98,17.69,57.78,579.2,7.2,9.9,4.95,14.64,12.1,Silt
36.1800_2.0400,36.18,2.04,19.51,58.17,579.2,7.4,10.2,5.1,15.04,9.8,Silt
36.1800_2.1000,36.18,2.1,19.43,60.22,550.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.1800_2.1600,36.18,2.16,19.43,60.22,550.3,7.4,9.5,4.75,14.96,7.8,Silt
36.1800_2.2200,36.18,2.22,19.29,60.54,588.2,7.4,9.0,4.5,17.6,8.7,Silt
36.1800_2.2800,36.18,2.28,18.76,62.07,583.7,7.6,8.3,4.15,15.36,8.5,Silt
36.1800_2.3400,36.18,2.34,18.76,62.07,583.7,7.3,9.4,4.7,16.08,9.3,Silt
36.1800_2.4000,36.18,2.4,18.13,63.16,605.3,7.1,9.5,4.75,16.72,10.0,Silt
36.1800_2.4600,36.18,2.46,18.13,63.16,605.3,7.1,9.9,4.95,16.4,11.1,Silt
36.1800_2.5200,36.18,2.52,18.65,63.27,605.3,7.0,10.2,5.1,17.04,10.6,Silt
36.1800_2.5800,36.18,2.58,17.64,64.66,695.0,6.8,9.4,4.7,15.84,11.8,Silt
36.1800_2.6400,36.18,2.64,16.96,62.86,759.8,6.5,12.8,6.4,14.0,17.4,Silt
36.1800_2.7000,36.18,2.7,15.63,62.65,759.8,6.9,12.8,6.4,15.28,18.7,Silt
36.1800_2.7600,36.18,2.76,14.83,60.98,763.8,6.7,14.0,7.0,16.56,20.2,Silt
36.1800_2.8200,36.18,2.82,14.28,60.87,763.8,7.0,14.1,7.05,15.44,25.2,Silt
36.1800_2.8800,36.18,2.88,14.95,62.08,685.9,6.6,12.6,6.3,14.4,24.7,Silt
36.1800_2.9400,36.18,2.94,14.84,62.05,685.9,6.8,12.6,6.3,13.92,19.2,Silt
36.1800_3.0000,36.18,3.0,16.23,60.77,615.7,6.9,9.8,4.9,14.56,13.4,Silt
36.1800_3.0600,36.18,3.06,16.89,60.87,615.7,7.2,9.3,4.65,14.88,10.7,Silt
36.1800_3.1200,36.18,3.12,16.96,60.2,554.7,7.3,10.3,5.15,16.32,12.7,Silt
36.1800_3.1800,36.18,3.18,16.96,60.2,554.7,7.3,9.6,4.8,15.2,10.3,Silt
36.1800_3.2400,36.18,3.24,17.2,58.82,669.0,7.4,8.8,4.4,14.96,9.8,Silt
36.1800_3.3000,36.18,3.3,17.2,58.82,669.0,7.6,9.5,4.75,14.56,10.0,Silt
36.1800_3.3600,36.18,3.36,16.76,58.92,685.4,7.6,10.2,5.1,14.56,10.7,Silt
36.1800_3.4200,36.18,3.42,16.76,58.92,685.4,7.2,11.3,5.65,14.24,12.1,Silt
36.1800_3.4800,36.18,3.48,15.88,61.46,700.3,6.8,13.6,6.8,14.0,21.6,Silt
36.1800_3.5400,36.18,3.54,15.88,61.46,700.3,7.3,11.3,5.65,12.96,16.5,Silt
36.1800_3.6000,36.18,3.6,15.22,63.17,734.2,6.7,11.7,5.85,13.44,20.0,Silt
36.1800_3.6600,36.18,3.66,16.04,61.17,670.1,6.8,11.7,5.85,12.72,18.9,Silt
36.1800_3.7200,36.18,3.72,15.62,61.23,716.8,7.1,10.1,5.05,13.84,10.0,Silt
36.1800_3.7800,36.18,3.78,15.62,61.23,716.8,7.0,9.7,4.85,13.12,12.8,Silt
36.1800_3.8400,36.18,3.84,15.48,60.07,619.9,7.0,11.7,5.85,12.8,15.9,Silt
36.1800_3.9000,36.18,3.9,16.63,60.31,619.9,7.3,9.3,4.65,13.76,14.3,Silt
36.1800_3.9600,36.18,3.96,17.84,58.39,511.8,7.4,9.6,4.8,13.76,12.7,Silt
36.1800_4.0200,36.18,4.02,17.53,59.54,616.4,7.3,10.2,5.1,14.56,13.1,Silt
36.1800_4.0800,36.18,4.08,16.77,60.33,717.5,7.1,10.2,5.1,15.84,11.7,Silt
36.2400_1.8000,36.24,1.8,19.95,56.97,548.7,7.8,8.6,4.3,18.32,9.9,Silt
36.2400_1.8600,36.24,1.86,19.65,57.31,599.8,7.5,8.9,4.45,17.76,8.5,Silt
36.2400_1.9200,36.24,1.92,19.65,57.31,599.8,7.5,9.2,4.6,16.96,10.7,Silt
36.2400_1.9800,36.24,1.98,16.24,57.18,616.1,7.1,12.0,6.0,14.56,13.6,Silt
36.2400_2.0400,36.24,2.04,19.3,57.83,616.1,7.5,9.3,4.65,17.84,10.4,Silt
36.2400_2.1000,36.24,2.1,18.97,58.02,636.7,7.6,8.6,4.3,16.4,7.8,Silt
36.2400_2.1600,36.24,2.16,18.97,58.02,636.7,7.6,7.8,3.9,15.12,8.9,Silt
36.2400_2.2200,36.24,2.22,19.41,58.98,605.9,7.5,8.9,4.45,17.44,9.5,Silt
36.2400_2.2800,36.24,2.28,19.36,58.96,605.9,7.4,9.7,4.85,17.12,10.7,Silt
36.2400_2.3400,36.24,2.34,18.0,63.14,580.8,7.2,10.1,5.05,16.8,10.7,Silt
36.2400_2.4000,36.24,2.4,17.58,66.11,587.1,7.0,9.9,4.95,17.2,11.7,Silt
36.2400_2.4600,36.24,2.46,17.58,66.11,587.1,7.0,10.4,5.2,17.2,12.4,Silt
36.2400_2.5200,36.24,2.52,17.27,65.6,721.5,6.9,10.2,5.1,14.32,12.4,Silt
36.2400_2.5800,36.24,2.58,15.09,65.18,721.5,6.8,12.7,6.35,15.04,17.0,Silt
36.2400_2.6400,36.24,2.64,17.42,65.62,721.5,6.7,11.4,5.7,17.12,11.0,Silt
36.2400_2.7000,36.24,2.7,15.24,63.34,817.4,6.8,13.2,6.6,16.4,17.7,Silt
36.2400_2.7600,36.24,2.76,16.41,63.56,817.4,6.9,13.5,6.75,16.88,18.0,Silt
36.2400_2.8200,36.24,2.82,15.47,63.61,854.0,6.7,12.1,6.05,16.32,18.9,Silt
36.2400_2.8800,36.24,2.88,15.06,63.59,747.7,6.6,12.5,6.25,15.04,20.6,Silt
36.2400_2.9400,36.24,2.94,15.06,63.59,747.7,6.8,11.3,5.65,13.76,25.4,Silt
36.2400_3.0000,36.24,3.0,15.86,62.34,614.7,6.8,11.8,5.9,15.76,19.6,Silt
36.2400_3.0600,36.24,3.06,16.92,62.49,614.7,7.0,10.0,5.0,16.24,13.5,Silt
36.2400_3.1200,36.24,3.12,16.93,61.01,615.0,7.1,10.6,5.3,16.16,11.6,Silt
36.2400_3.1800,36.24,3.18,16.93,61.01,615.0,7.3,10.6,5.3,16.72,9.9,Silt
36.2400_3.2400,36.24,3.24,17.58,60.01,588.5,7.2,10.0,5.0,15.76,10.1,Silt
36.2400_3.3000,36.24,3.3,17.58,60.01,588.5,7.4,9.9,4.95,16.4,10.0,Silt
36.2400_3.3600,36.24,3.36,17.52,59.43,622.9,7.3,8.8,4.4,16.56,9.5,Silt
36.2400_3.4200,36.24,3.42,17.52,59.43,622.9,7.3,9.0,4.5,17.04,11.0,Silt
36.2400_3.4800,36.24,3.48,17.93,60.79,636.3,7.3,10.3,5.15,16.88,11.5,Silt
36.2400_3.5400,36.24,3.54,17.71,60.74,636.3,7.3,10.2,5.1,15.6,11.4,Silt
36.2400_3.6000,36.24,3.6,17.51,61.46,670.1,7.1,9.3,4.65,15.6,11.9,Silt
36.2400_3.6600,36.24,3.66,16.85,61.46,647.0,7.1,10.0,5.0,13.2,10.9,Silt
36.2400_3.7200,36.24,3.72,17.19,60.78,678.5,7.2,9.5,4.75,14.8,10.3,Silt
36.2400_3.7800,36.24,3.78,17.23,60.78,678.5,7.1,9.9,4.95,15.84,10.7,Silt
36.2400_3.8400,36.24,3.84,17.51,59.48,569.1,7.1,10.2,5.1,14.96,10.3,Silt
36.2400_3.9000,36.24,3.9,17.51,59.48,569.1,7.0,10.0,5.0,16.0,12.9,Silt
36.2400_3.9600,36.24,3.96,17.96,58.42,511.8,7.2,10.2,5.1,16.08,13.2,Silt
36.2400_4.0200,36.24,4.02,17.96,58.42,511.8,7.2,9.0,4.5,14.72,11.2,Silt
36.2400_4.0800,36.24,4.08,17.8,58.28,615.2,7.2,9.0,4.5,14.72,13.8,Silt
36.3000_1.8000,36.3,1.8,18.99,57.7,590.1,7.5,9.2,4.6,18.4,9.6,Silt
36.3000_1.8600,36.3,1.86,19.96,58.54,633.8,7.6,9.9,4.95,17.2,11.1,Silt
36.3000_1.9200,36.3,1.92,19.73,57.32,599.8,7.6,8.5,4.25,17.6,9.4,Silt
36.3000_1.9800,36.3,1.98,19.52,60.07,635.0,7.5,8.8,4.4,16.88,8.9,Silt
36.3000_2.0400,36.3,2.04,18.36,59.86,635.0,7.3,10.5,5.25,16.0,11.6,Silt
36.3000_2.1000,36.3,2.1,19.12,58.06,636.7,7.4,11.3,5.65,17.04,12.3,Silt
36.3000_2.1600,36.3,2.16,18.51,59.77,722.6,6.7,10.7,5.35,15.44,14.9,Silt
36.3000_2.2200,36.3,2.22,17.36,60.36,715.3,6.7,12.6,6.3,13.28,17.6,Silt
36.3000_2.2800,36.3,2.28,17.36,60.36,715.3,6.9,11.6,5.8,14.96,16.6,Silt
36.3000_2.3400,36.3,2.34,17.99,64.19,674.6,7.0,11.5,5.75,16.64,13.0,Silt
36.3000_2.4000,36.3,2.4,17.84,68.09,658.3,6.9,10.6,5.3,17.28,11.8,Silt
36.3000_2.4600,36.3,2.46,17.11,67.97,658.3,6.8,11.7,5.85,16.32,13.9,Silt
36.3000_2.5200,36.3,2.52,16.17,67.08,709.6,6.8,11.5,5.75,17.28,15.3,Silt
36.3000_2.5800,36.3,2.58,15.62,66.96,709.6,6.8,12.3,6.15,15.68,19.1,Silt
36.3000_2.6400,36.3,2.64,17.79,67.34,709.6,6.8,11.9,5.95,18.64,12.1,Silt
36.3000_2.7000,36.3,2.7,16.3,65.35,880.6,6.8,14.6,7.3,16.88,17.2,Silt
36.3000_2.7600,36.3,2.76,16.51,65.39,880.6,6.8,13.9,6.95,15.36,16.9,Silt
36.3000_2.8200,36.3,2.82,18.16,65.11,975.3,6.9,13.6,6.8,17.2,17.5,Silt
36.3000_2.8800,36.3,2.88,16.07,64.52,984.5,6.7,12.0,6.0,16.48,22.4,Silt
36.3000_2.9400,36.3,2.94,16.87,64.29,933.5,7.0,13.0,6.5,17.12,21.2,Silt
36.3000_3.0000,36.3,3.0,13.47,63.66,933.5,6.7,14.7,7.35,14.88,21.8,Silt
36.3000_3.0600,36.3,3.06,15.31,64.04,768.6,6.8,12.1,6.05,15.52,17.1,Silt
36.3000_3.1200,36.3,3.12,16.37,62.63,670.6,6.4,12.6,6.3,15.52,17.8,Silt
36.3000_3.1800,36.3,3.18,16.37,62.63,670.6,7.0,10.7,5.35,14.64,12.9,Silt
36.3000_3.2400,36.3,3.24,18.0,62.12,660.9,7.3,12.1,6.05,18.4,10.8,Silt
36.3000_3.3000,36.3,3.3,16.2,61.77,660.9,7.1,10.1,5.05,17.76,11.8,Silt
36.3000_3.3600,36.3,3.36,17.58,62.01,582.1,6.9,10.5,5.25,18.56,12.5,Silt
36.3000_3.4200,36.3,3.42,16.74,61.85,582.1,7.2,9.8,4.9,16.56,11.9,Silt
36.3000_3.4800,36.3,3.48,17.29,61.86,574.9,7.2,10.7,5.35,16.56,11.9,Silt
36.3000_3.5400,36.3,3.54,17.29,61.86,574.9,7.1,10.7,5.35,17.2,11.0,Silt
36.3000_3.6000,36.3,3.6,16.85,61.46,647.0,6.8,9.5,4.75,15.68,10.7,Silt
36.3000_3.6600,36.3,3.66,16.85,61.46,647.0,6.9,10.1,5.05,15.28,10.5,Silt
36.3000_3.7200,36.3,3.72,16.92,61.79,651.7,7.0,9.8,4.9,15.12,13.5,Clay
36.3000_3.7800,36.3,3.78,16.92,61.79,651.7,6.9,10.1,5.05,15.28,13.1,Silt
36.3000_3.8400,36.3,3.84,17.65,61.08,573.0,7.0,10.0,5.0,15.6,10.8,Silt
36.3000_3.9000,36.3,3.9,17.65,61.08,573.0,7.0,10.1,5.05,15.76,10.8,Clay
36.3000_3.9600,36.3,3.96,18.09,59.69,537.8,6.9,9.5,4.75,15.68,11.1,Clay
36.3000_4.0200,36.3,4.02,18.09,59.69,537.8,7.0,9.2,4.6,16.48,10.2,Silt
36.3000_4.0800,36.3,4.08,18.93,57.75,563.5,7.2,9.9,4.95,16.72,10.4,Silt
36.3600_1.8000,36.36,1.8,17.61,61.49,718.7,6.7,15.6,7.8,16.48,21.6,Silt
36.3600_1.8600,36.36,1.86,17.34,61.58,751.9,6.8,13.0,6.5,13.52,16.7,Silt
36.3600_1.9200,36.36,1.92,17.34,61.58,751.9,6.7,11.1,5.55,14.72,18.8,Silt
36.3600_1.9800,36.36,1.98,17.85,62.68,758.4,7.0,12.2,6.1,16.16,15.1,Silt
36.3600_2.0400,36.36,2.04,18.02,59.79,635.0,6.5,12.3,6.15,15.12,15.5,Clay
36.3600_2.1000,36.36,2.1,16.79,62.41,822.1,7.1,13.4,6.7,13.6,15.4,Silt
36.3600_2.1600,36.36,2.16,17.96,59.65,722.6,6.4,14.7,7.35,16.88,25.7,Silt
36.3600_2.2200,36.36,2.22,16.56,62.51,901.3,6.9,15.4,7.7,14.64,25.7,Silt
36.3600_2.2800,36.36,2.28,16.84,64.44,807.2,6.4,13.1,6.55,16.16,20.3,Silt
36.3600_2.3400,36.36,2.34,16.96,64.46,807.2,6.4,12.8,6.4,16.4,20.4,Silt
36.3600_2.4000,36.36,2.4,17.88,67.06,705.2,7.0,11.8,5.9,17.36,13.7,Silt
36.3600_2.4600,36.36,2.46,18.84,67.23,705.2,7.0,10.1,5.05,16.72,11.1,Silt
36.3600_2.5200,36.36,2.52,17.62,67.01,705.2,6.7,12.5,6.25,17.04,13.3,Silt
36.3600_2.5800,36.36,2.58,16.7,67.17,709.6,6.9,13.4,6.7,16.4,18.7,Silt
36.3600_2.6400,36.36,2.64,16.46,65.38,880.6,6.9,12.3,6.15,16.32,16.8,Silt
36.3600_2.7000,36.36,2.7,14.25,64.93,880.6,6.3,13.3,6.65,15.28,19.1,Silt
36.3600_2.7600,36.36,2.76,17.59,64.87,869.6,6.3,11.6,5.8,16.64,20.9,Silt
36.3600_2.8200,36.36,2.82,16.02,64.51,984.5,6.8,13.1,6.55,16.72,22.1,Silt
36.3600_2.8800,36.36,2.88,15.32,64.73,974.9,6.3,13.0,6.5,14.96,18.1,Silt
36.3600_2.9400,36.36,2.94,15.32,64.73,974.9,6.9,12.4,6.2,15.04,18.2,Silt
36.3600_3.0000,36.36,3.0,15.36,64.78,907.1,6.4,12.0,6.0,14.88,22.0,Silt
36.3600_3.0600,36.36,3.06,17.54,65.2,907.1,6.2,12.0,6.0,16.4,17.6,Silt
36.3600_3.1200,36.36,3.12,15.38,64.79,907.1,6.6,14.3,7.15,15.12,25.5,Silt
36.3600_3.1800,36.36,3.18,14.93,64.81,810.8,6.5,12.8,6.4,14.56,25.4,Silt
36.3600_3.2400,36.36,3.24,15.67,64.95,810.8,6.8,12.4,6.2,17.52,18.4,Silt
36.3600_3.3000,36.36,3.3,17.32,65.15,742.4,6.7,10.9,5.45,18.0,13.6,Silt
36.3600_3.3600,36.36,3.36,18.05,64.77,661.8,6.9,11.4,5.7,18.88,12.0,Silt
36.3600_3.4200,36.36,3.42,15.26,64.3,661.8,6.7,11.7,5.85,17.28,16.5,Silt
36.3600_3.4800,36.36,3.48,15.33,63.67,633.8,6.7,11.3,5.65,16.16,14.1,Silt
36.3600_3.5400,36.36,3.54,15.71,63.73,633.8,6.9,10.7,5.35,16.4,13.4,Clay
36.3600_3.6000,36.36,3.6,17.07,63.14,654.0,6.8,10.6,5.3,16.48,13.2,Silt
36.3600_3.6600,36.36,3.66,16.04,61.31,647.0,6.8,11.6,5.8,17.04,16.2,Silt
36.3600_3.7200,36.36,3.72,16.95,64.12,709.4,6.8,9.5,4.75,15.12,12.5,Silt
36.3600_3.7800,36.36,3.78,16.95,64.12,709.4,6.8,10.4,5.2,14.32,14.0,Silt
36.3600_3.8400,36.36,3.84,17.17,63.14,709.7,6.9,9.6,4.8,14.0,10.5,Silt
36.3600_3.9000,36.36,3.9,17.87,63.28,709.7,7.0,10.5,5.25,16.24,9.1,Silt
36.3600_3.9600,36.36,3.96,18.27,59.72,537.8,6.5,9.6,4.8,14.24,12.7,Clay
36.3600_4.0200,36.36,4.02,18.07,59.69,537.8,6.9,10.1,5.05,14.88,12.6,Clay
36.3600_4.0800,36.36,4.08,19.14,57.79,563.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.4200_1.8000,36.42,1.8,15.54,63.12,729.3,6.4,14.3,7.15,15.76,19.8,Silt
36.4200_1.8600,36.42,1.86,15.42,63.83,794.7,6.8,14.0,7.0,16.72,26.2,Silt
36.4200_1.9200,36.42,1.92,15.0,63.76,794.7,6.4,14.9,7.45,15.68,19.8,Silt
36.4200_1.9800,36.42,1.98,15.56,64.42,762.5,6.3,14.9,7.45,16.8,20.4,Silt
36.4200_2.0400,36.42,2.04,13.74,64.04,762.5,6.4,15.9,7.95,15.76,20.7,Silt
36.4200_2.1000,36.42,2.1,16.85,64.19,769.2,6.5,14.5,7.25,15.44,22.0,Silt
36.4200_2.1600,36.42,2.16,16.85,64.19,769.2,6.4,13.7,6.85,15.12,30.0,Silt
36.4200_2.2200,36.42,2.22,14.89,62.21,901.3,6.4,18.2,9.1,14.96,33.9,Silt
36.4200_2.2800,36.42,2.28,16.94,63.75,808.5,6.5,15.4,7.7,16.24,24.1,Silt
36.4200_2.3400,36.42,2.34,16.47,64.38,807.2,6.0,14.4,7.2,15.68,24.2,Silt
36.4200_2.4000,36.42,2.4,17.62,65.1,794.1,6.2,13.7,6.85,16.56,20.6,Silt
36.4200_2.4600,36.42,2.46,17.66,67.02,705.2,6.3,13.5,6.75,15.68,21.4,Silt
36.4200_2.5200,36.42,2.52,16.34,66.77,705.2,6.8,14.3,7.15,16.08,23.7,Silt
36.4200_2.5800,36.42,2.58,18.79,66.86,705.1,6.6,12.2,6.1,18.16,15.3,Silt
36.4200_2.6400,36.42,2.64,18.79,66.86,705.1,6.8,11.5,5.75,17.92,13.5,Clay
36.4200_2.7000,36.42,2.7,18.41,64.47,885.9,6.7,11.3,5.65,15.6,15.3,Silt
36.4200_2.7600,36.42,2.76,18.77,67.84,822.9,6.4,13.5,6.75,19.12,16.0,Silt
36.4200_2.8200,36.42,2.82,14.93,64.31,984.5,6.2,15.0,7.5,15.68,21.2,Silt
36.4200_2.8800,36.42,2.88,12.3,64.2,974.9,6.2,16.8,8.4,13.04,29.8,Silt
36.4200_2.9400,36.42,2.94,15.92,63.92,950.9,6.5,12.8,6.4,17.52,20.0,Silt
36.4200_3.0000,36.42,3.0,15.44,64.8,907.1,6.8,12.1,6.05,15.68,22.2,Silt
36.4200_3.0600,36.42,3.06,17.82,65.01,946.2,6.2,12.4,6.2,15.76,19.8,Silt
36.4200_3.1200,36.42,3.12,17.4,65.85,858.2,6.7,12.5,6.25,15.04,17.8,Silt
36.4200_3.1800,36.42,3.18,14.54,64.74,810.8,6.4,13.1,6.55,14.64,21.9,Clay
36.4200_3.2400,36.42,3.24,16.17,66.55,833.3,6.5,11.6,5.8,15.6,27.8,Silt
36.4200_3.3000,36.42,3.3,17.81,66.87,833.3,6.7,11.5,5.75,16.88,13.7,Silt
36.4200_3.3600,36.42,3.36,15.34,66.14,838.2,6.7,12.6,6.3,14.0,16.5,Silt
36.4200_3.4200,36.42,3.42,16.46,66.34,838.2,6.7,12.1,6.05,14.4,12.3,Silt
36.4200_3.4800,36.42,3.48,16.88,67.77,722.1,6.7,13.7,6.85,17.44,15.9,Silt
36.4200_3.5400,36.42,3.54,15.34,67.48,722.1,6.7,12.0,6.0,15.6,19.2,Silt
36.4200_3.6000,36.42,3.6,17.13,65.81,707.4,6.6,13.6,6.8,16.32,17.7,Silt
36.4200_3.6600,36.42,3.66,17.13,65.81,707.4,6.5,11.5,5.75,17.68,15.1,Silt
36.4200_3.7200,36.42,3.72,16.41,64.04,709.4,6.7,12.7,6.35,14.48,18.9,Silt
36.4200_3.7800,36.42,3.78,17.12,65.28,766.4,6.7,11.8,5.9,16.4,22.1,Silt
36.4200_3.8400,36.42,3.84,16.85,64.05,810.9,6.3,12.2,6.1,15.12,18.5,Silt
36.4200_3.9000,36.42,3.9,16.85,64.05,810.9,6.8,10.4,5.2,15.68,16.1,Silt
36.4200_3.9600,36.42,3.96,17.04,61.09,677.9,6.8,11.5,5.75,15.44,14.4,Silt
36.4200_4.0200,36.42,4.02,16.02,63.67,889.5,6.3,13.3,6.65,14.96,20.8,Silt
36.4200_4.0800,36.42,4.08,15.09,64.65,955.7,6.7,13.7,6.85,13.12,21.0,Silt
36.4800_1.8000,36.48,1.8,15.18,63.06,729.3,6.8,15.4,7.7,16.24,19.3,Silt
36.4800_1.8600,36.48,1.86,16.08,63.95,794.7,6.3,13.8,6.9,16.56,21.3,Silt
36.4800_1.9200,36.48,1.92,16.88,64.08,794.7,6.7,13.2,6.6,16.72,21.5,Silt
36.4800_1.9800,36.48,1.98,17.7,64.78,762.5,6.8,12.1,6.05,15.84,16.9,Silt
36.4800_2.0400,36.48,2.04,18.39,65.55,742.3,6.5,11.9,5.95,17.6,16.6,Silt
36.4800_2.1000,36.48,2.1,18.72,65.14,689.4,6.6,11.2,5.6,16.56,18.7,Silt
36.4800_2.1600,36.48,2.16,18.0,64.98,689.4,6.8,13.0,6.5,17.76,16.4,Silt
36.4800_2.2200,36.48,2.22,19.14,66.03,721.6,6.5,12.2,6.1,17.12,18.8,Silt
36.4800_2.2800,36.48,2.28,18.19,67.7,734.3,7.0,12.1,6.05,18.56,18.2,Silt
36.4800_2.3400,36.48,2.34,18.45,67.74,734.3,7.0,11.7,5.85,16.96,13.8,Silt
36.4800_2.4000,36.48,2.4,18.88,67.83,734.3,6.9,10.7,5.35,17.36,12.9,Silt
36.4800_2.4600,36.48,2.46,18.7,68.54,697.5,7.2,11.3,5.65,16.72,11.5,Silt
36.4800_2.5200,36.48,2.52,18.9,68.56,697.5,6.9,10.5,5.25,15.84,17.8,Silt
36.4800_2.5800,36.48,2.58,18.9,69.6,701.2,7.1,10.3,5.15,15.92,18.5,Silt
36.4800_2.6400,36.48,2.64,18.9,69.6,701.2,7.2,10.4,5.2,15.76,15.7,Silt
36.4800_2.7000,36.48,2.7,19.26,67.95,822.9,7.0,10.5,5.25,15.76,10.4,Silt
36.4800_2.7600,36.48,2.76,19.23,67.95,822.9,6.8,11.6,5.8,16.72,13.0,Silt
36.4800_2.8200,36.48,2.82,19.19,64.99,941.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.4800_2.8800,36.48,2.88,17.84,64.41,1006.2,6.3,13.4,6.7,18.0,19.4,Silt
36.4800_2.9400,36.48,2.94,15.23,64.71,974.9,6.4,14.3,7.15,16.0,20.6,Silt
36.4800_3.0000,36.48,3.0,16.47,64.72,946.2,6.6,13.9,6.95,16.0,21.5,Clay
36.4800_3.0600,36.48,3.06,17.31,64.91,946.2,6.4,13.7,6.85,16.96,24.8,Loamy
36.4800_3.1200,36.48,3.12,16.25,65.6,858.2,6.5,12.3,6.15,14.56,21.3,Clay
36.4800_3.1800,36.48,3.18,16.86,65.74,900.5,6.4,13.2,6.6,15.68,26.5,Clay
36.4800_3.2400,36.48,3.24,16.93,67.36,924.3,6.4,11.6,5.8,15.52,21.3,Clay
36.4800_3.3000,36.48,3.3,16.17,66.55,833.3,6.4,12.7,6.35,15.04,18.7,Clay
36.4800_3.3600,36.48,3.36,14.74,66.04,838.2,6.8,14.4,7.2,15.6,20.7,Loamy
36.4800_3.4200,36.48,3.42,17.51,67.04,937.7,6.9,13.4,6.7,14.88,19.5,Clay
36.4800_3.4800,36.48,3.48,16.88,67.77,722.1,6.8,12.5,6.25,15.04,22.4,Clay
36.4800_3.5400,36.48,3.54,18.35,68.36,800.1,6.6,13.6,6.8,16.8,16.5,Clay
36.4800_3.6000,36.48,3.6,17.13,65.81,707.4,6.6,12.7,6.35,16.8,18.6,Clay
36.4800_3.6600,36.48,3.66,17.13,65.81,707.4,6.7,13.5,6.75,16.96,20.7,Clay
36.4800_3.7200,36.48,3.72,18.59,66.26,810.8,6.9,13.7,6.85,17.12,13.6,Clay
36.4800_3.7800,36.48,3.78,18.39,66.21,810.8,6.7,12.5,6.25,16.72,14.0,Clay
36.4800_3.8400,36.48,3.84,16.85,64.05,810.9,6.8,13.0,6.5,16.32,17.3,Clay
36.4800_3.9000,36.48,3.9,15.51,63.82,810.9,6.3,14.6,7.3,15.6,20.7,Loamy
