coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus_est,Potassium,Organic_C,Soil_Type
36.0800_1.0000,36.08,1.0,20.14,58.02,425.1,7.7,9.8,4.9,18.08,11.8,Silt
36.0800_1.0800,36.08,1.08,20.14,58.02,425.1,7.8,9.4,4.7,19.84,9.1,Silt
36.0800_1.1600,36.08,1.16,20.19,58.87,482.0,7.9,9.0,4.5,17.68,9.9,Silt
36.0800_1.2400,36.08,1.24,20.2,57.21,522.8,8.0,9.8,4.9,19.04,9.7,Silt
36.0800_1.3200,36.08,1.32,19.3,56.19,550.0,7.8,11.3,5.65,17.76,12.6,Silt
36.0800_1.4000,36.08,1.4,20.14,55.31,602.5,7.8,8.7,4.35,17.28,11.9,Silt
36.0800_1.4800,36.08,1.48,19.91,54.55,609.4,7.8,9.7,4.85,18.32,13.0,Silt
36.0800_1.5600,36.08,1.56,19.91,54.55,609.4,7.9,9.9,4.95,18.16,11.2,Clay
36.0800_1.6400,36.08,1.64,19.64,54.45,573.5,7.8,10.3,5.15,17.44,11.6,Silt
36.0800_1.7200,36.08,1.72,17.96,55.64,645.2,7.4,11.5,5.75,13.84,14.3,Silt
36.0800_1.8000,36.08,1.8,19.4,54.96,568.9,7.7,9.6,4.8,17.44,12.4,Silt
36.0800_1.8800,36.08,1.88,19.23,55.18,587.6,7.3,9.8,4.9,14.48,16.4,Clay
36.0800_1.9600,36.08,1.96,19.65,56.49,576.1,7.7,9.4,4.7,15.84,10.0,Silt
36.0800_2.0400,36.08,2.04,18.99,56.36,576.1,7.4,10.4,5.2,14.88,11.9,Silt
36.0800_2.1200,36.08,2.12,19.16,56.55,583.9,7.4,10.3,5.15,15.36,11.5,Silt
36.0800_2.2000,36.08,2.2,19.08,57.04,575.0,7.4,10.2,5.1,14.56,9.5,Silt
36.0800_2.2800,36.08,2.28,18.48,57.32,682.9,7.4,10.6,5.3,15.12,10.5,Silt
36.0800_2.3600,36.08,2.36,18.48,57.32,682.9,7.2,11.7,5.85,13.36,10.8,Clay
36.0800_2.4400,36.08,2.44,17.78,58.7,711.4,6.9,11.4,5.7,13.2,13.9,Silt
36.0800_2.5200,36.08,2.52,17.33,61.74,700.9,6.7,9.5,4.75,12.96,12.2,Silt
36.0800_2.6000,36.08,2.6,17.33,61.74,700.9,6.8,9.5,4.75,13.44,12.0,Clay
36.0800_2.6800,36.08,2.68,16.95,62.88,692.2,6.8,11.3,5.65,14.0,19.4,Clay
36.0800_2.7600,36.08,2.76,15.11,60.42,715.1,7.2,12.2,6.1,13.28,23.2,Clay
36.0800_2.8400,36.08,2.84,15.22,60.43,715.1,7.0,11.2,5.6,13.12,19.8,Clay
36.0800_2.9200,36.08,2.92,15.99,60.54,669.4,7.1,10.7,5.35,14.24,11.0,Clay
36.0800_3.0000,36.08,3.0,16.16,59.92,628.4,7.2,10.1,5.05,14.4,9.6,Silt
36.0800_3.0800,36.08,3.08,16.16,59.92,628.4,7.3,10.4,5.2,13.76,12.0,Clay
36.0800_3.1600,36.08,3.16,16.43,59.4,587.5,7.5,9.4,4.7,13.6,11.3,Clay
36.0800_3.2400,36.08,3.24,17.02,59.49,644.5,7.6,8.8,4.4,14.72,9.8,Clay
36.0800_3.3200,36.08,3.32,16.17,59.3,644.5,7.3,9.9,4.95,13.44,13.5,Silt
36.0800_3.4000,36.08,3.4,15.58,60.3,672.5,7.4,10.2,5.1,13.36,14.7,Silt
36.0800_3.4800,36.08,3.48,14.9,62.38,678.3,7.1,10.8,5.4,13.2,16.1,Clay
36.0800_3.5600,36.08,3.56,12.82,62.84,687.3,6.7,13.9,6.95,13.44,19.3,Silt
36.0800_3.6400,36.08,3.64,10.1,62.33,687.3,6.8,16.9,8.45,11.68,31.1,Clay
36.0800_3.7200,36.08,3.72,14.88,61.78,632.2,7.0,11.0,5.5,14.0,14.1,Silt
36.0800_3.8000,36.08,3.8,14.49,61.69,632.2,7.0,11.8,5.9,14.08,14.9,Silt
36.0800_3.8800,36.08,3.88,12.84,60.62,569.1,6.8,15.2,7.6,12.08,18.0,Silt
36.0800_3.9600,36.08,3.96,17.07,61.45,640.7,7.7,9.6,4.8,13.6,11.0,Clay
36.0800_4.0400,36.08,4.04,16.0,61.27,640.7,7.3,10.2,5.1,14.24,10.3,Silt
36.0800_4.1200,36.08,4.12,14.63,62.69,744.5,6.9,12.9,6.45,12.08,16.3,Clay
36.0800_4.2000,36.08,4.2,16.42,62.44,702.2,7.6,9.6,4.8,14.88,10.9,Silt
36.0800_4.2800,36.08,4.28,17.14,60.61,551.7,7.7,8.8,4.4,13.52,10.2,Clay
36.0800_4.3600,36.08,4.36,17.64,57.79,540.2,7.7,8.7,4.35,14.4,8.1,Clay
36.0800_4.4400,36.08,4.44,17.31,60.73,573.8,7.7,9.4,4.7,14.96,12.2,Clay
36.0800_4.5200,36.08,4.52,16.31,63.0,638.8,7.8,10.3,5.15,14.88,12.1,Clay
36.0800_4.6000,36.08,4.6,14.85,62.72,638.8,7.8,10.8,5.4,16.24,10.6,Silt
36.0800_4.6800,36.08,4.68,14.95,61.47,543.3,7.6,10.0,5.0,15.52,10.9,Silt
36.0800_4.7600,36.08,4.76,15.86,60.36,432.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.0800_4.8400,36.08,4.84,15.38,58.95,444.4,7.6,10.5,5.25,14.72,8.8,Silt
36.0800_4.9200,36.08,4.92,14.56,59.23,430.4,7.7,10.9,5.45,14.24,8.8,Clay
36.0800_5.0000,36.08,5.0,15.28,61.35,462.9,7.7,9.9,4.95,15.04,9.3,Silt
36.0800_5.0800,36.08,5.08,15.48,61.72,440.6,7.7,9.3,4.65,15.36,9.3,Silt
36.0800_5.1600,36.08,5.16,15.48,61.72,440.6,7.7,12.3,6.15,14.4,9.3,Clay
36.0800_5.2400,36.08,5.24,15.59,60.72,411.5,7.7,11.6,5.8,14.96,8.4,Clay
36.0800_5.3200,36.08,5.32,15.09,60.97,435.1,7.6,12.1,6.05,13.68,8.0,Silt
36.0800_5.4000,36.08,5.4,15.09,60.97,435.1,7.7,11.2,5.6,14.4,9.5,Silt
36.0800_5.4800,36.08,5.48,14.74,61.52,459.0,7.7,10.6,5.3,14.32,7.1,Silt
36.0800_5.5600,36.08,5.56,15.03,61.4,447.3,7.8,9.9,4.95,13.28,8.8,Clay
36.0800_5.6400,36.08,5.64,15.03,61.4,447.3,7.7,8.8,4.4,14.72,8.4,Silt
36.0800_5.7200,36.08,5.72,15.31,61.71,444.2,7.7,11.2,5.6,13.44,7.9,Clay
36.0800_5.8000,36.08,5.8,15.3,61.98,421.6,7.6,10.9,5.45,15.28,9.2,Clay
36.0800_5.8800,36.08,5.88,15.3,61.98,421.6,7.5,9.6,4.8,14.4,9.0,Clay
36.0800_5.9600,36.08,5.96,15.39,62.49,436.3,7.5,8.6,4.3,15.2,8.7,Silt
36.0800_6.0400,36.08,6.04,15.71,62.19,438.5,7.6,9.0,4.5,15.52,10.1,Clay
36.0800_6.1200,36.08,6.12,15.71,62.19,438.5,7.6,9.4,4.7,12.56,10.7,Clay
36.0800_6.2000,36.08,6.2,15.39,61.19,415.5,7.5,10.0,5.0,13.28,10.1,Silt
36.0800_6.2800,36.08,6.28,16.03,61.75,385.1,7.9,9.4,4.7,15.04,9.8,Clay
36.0800_6.3600,36.08,6.36,16.03,61.75,385.1,7.8,9.6,4.8,17.68,10.6,Clay
36.0800_6.4400,36.08,6.44,15.9,62.26,440.7,7.8,9.5,4.75,16.48,10.8,Clay
36.0800_6.5200,36.08,6.52,15.83,62.4,465.4,7.7,10.1,5.05,16.48,11.0,Silt
36.0800_6.6000,36.08,6.6,16.44,62.42,519.5,7.7,10.4,5.2,16.48,10.3,Clay
36.0800_6.6800,36.08,6.68,15.76,62.28,519.5,7.6,10.6,5.3,14.48,10.6,Clay
36.0800_6.7600,36.08,6.76,14.07,62.72,523.7,7.1,12.6,6.3,14.08,13.2,Clay
36.0800_6.8400,36.08,6.84,16.03,64.29,518.1,7.7,10.2,5.1,15.12,10.5,Clay
36.0800_6.9200,36.08,6.92,15.92,64.27,518.1,7.6,9.7,4.85,14.4,9.0,Clay
36.0800_7.0000,36.08,7.0,15.13,64.17,503.2,7.4,11.2,5.6,15.52,11.7,Clay
36.0800_7.0800,36.08,7.08,15.41,64.39,498.5,7.6,10.5,5.25,15.04,10.1,Clay
36.0800_7.1600,36.08,7.16,15.41,64.39,498.5,7.5,8.7,4.35,16.64,8.7,Clay
36.0800_7.2400,36.08,7.24,15.75,64.46,460.1,7.6,10.0,5.0,14.72,9.8,Clay
36.0800_7.3200,36.08,7.32,15.75,65.62,413.1,7.6,10.3,5.15,14.56,10.7,Clay
36.0800_7.4000,36.08,7.4,15.75,65.62,413.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.0800_7.4800,36.08,7.48,15.27,65.23,419.3,7.6,10.4,5.2,16.32,9.3,Clay
36.0800_7.5600,36.08,7.56,14.99,65.04,436.6,7.6,10.3,5.15,16.24,9.1,Clay
36.0800_7.6400,36.08,7.64,14.99,65.04,436.6,7.4,10.2,5.1,15.36,10.5,Clay
36.0800_7.7200,36.08,7.72,15.03,65.31,516.4,7.4,14.5,7.25,16.16,10.8,Clay
36.0800_7.8000,36.08,7.8,15.45,64.3,493.6,7.2,10.2,5.1,16.4,12.1,Silt
36.0800_7.8800,36.08,7.88,15.91,63.55,496.3,7.2,12.6,6.3,16.32,11.7,Silt
36.0800_7.9600,36.08,7.96,15.03,63.42,496.3,7.0,12.9,6.45,16.16,12.1,Silt
36.0800_8.0400,36.08,8.04,16.33,63.46,517.0,7.2,11.3,5.65,15.6,10.0,Clay
36.0800_8.1200,36.08,8.12,16.71,63.44,487.7,7.3,10.6,5.3,16.8,12.3,Clay
36.0800_8.2000,36.08,8.2,16.71,63.44,487.7,7.4,10.1,5.05,18.48,8.9,Silt
36.0800_8.2800,36.08,8.28,17.4,61.73,461.5,7.4,12.6,6.3,19.76,9.2,Clay
36.0800_8.3600,36.08,8.36,18.16,60.27,481.9,7.5,10.0,5.0,17.36,8.5,Clay
36.0800_8.4400,36.08,8.44,18.16,60.27,481.9,7.8,9.7,4.85,16.48,10.7,Clay
36.0800_8.5200,36.08,8.52,18.46,60.43,455.5,7.8,10.7,5.35,16.0,11.5,Clay
36.0800_8.6000,36.08,8.6,17.84,61.08,490.3,8.0,9.5,4.75,16.88,9.5,Clay
36.0800_8.6800,36.08,8.68,17.84,61.08,490.3,7.9,10.3,5.15,17.36,10.6,Clay
36.1600_-2.2000,36.16,-2.2,19.58,81.27,305.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-2.1200,36.16,-2.12,19.62,81.21,300.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-2.0400,36.16,-2.04,19.64,81.05,293.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.9600,36.16,-1.96,19.64,81.05,293.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.8800,36.16,-1.88,19.64,81.08,293.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.8000,36.16,-1.8,19.64,81.16,296.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.7200,36.16,-1.72,19.64,81.16,296.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.6400,36.16,-1.64,19.66,81.12,308.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.5600,36.16,-1.56,19.66,80.94,315.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.4800,36.16,-1.48,19.66,80.94,315.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.4000,36.16,-1.4,19.66,80.93,316.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.3200,36.16,-1.32,19.69,80.88,333.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.2400,36.16,-1.24,19.69,80.88,333.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.1600,36.16,-1.16,19.73,80.66,357.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.0800,36.16,-1.08,19.77,80.6,357.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-1.0000,36.16,-1.0,19.77,80.6,357.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.9200,36.16,-0.92,19.78,80.69,328.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.8400,36.16,-0.84,19.71,80.85,345.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.7600,36.16,-0.76,19.71,80.85,345.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.6800,36.16,-0.68,19.63,80.81,376.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.6000,36.16,-0.6,19.66,80.52,395.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.5200,36.16,-0.52,19.69,80.38,418.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.4400,36.16,-0.44,19.69,80.38,418.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.3600,36.16,-0.36,19.61,80.38,457.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.2800,36.16,-0.28,19.51,80.21,494.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.2000,36.16,-0.2,19.51,80.19,496.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.1200,36.16,-0.12,19.46,80.14,514.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_-0.0400,36.16,-0.04,19.4,80.12,556.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_0.0400,36.16,0.04,19.4,80.12,556.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_0.1200,36.16,0.12,19.65,70.12,578.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_0.2000,36.16,0.2,19.65,70.12,578.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_0.2800,36.16,0.28,19.65,70.12,578.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_0.3600,36.16,0.36,19.08,68.99,611.7,7.3,9.9,4.95,14.96,13.8,Silt
36.1600_0.4400,36.16,0.44,18.87,66.38,568.6,7.7,9.4,4.7,18.8,7.4,Silt
36.1600_0.5200,36.16,0.52,18.46,63.36,591.5,7.7,9.8,4.9,18.64,12.1,Silt
36.1600_0.6000,36.16,0.6,18.74,63.42,591.5,7.7,11.0,5.5,18.56,12.6,Clay
36.1600_0.6800,36.16,0.68,18.61,61.17,671.1,7.7,9.5,4.75,19.52,10.1,Silt
36.1600_0.7600,36.16,0.76,18.63,59.91,606.2,7.7,10.1,5.05,19.12,11.8,Silt
36.1600_0.8400,36.16,0.84,19.37,60.05,606.2,7.7,10.0,5.0,19.68,10.1,Silt
36.1600_0.9200,36.16,0.92,17.75,57.48,492.9,7.6,9.9,4.95,17.12,12.6,Silt
36.1600_1.0000,36.16,1.0,18.25,57.58,492.9,7.7,9.7,4.85,18.48,11.0,Silt
36.1600_1.0800,36.16,1.08,19.79,57.21,437.3,7.9,9.3,4.65,20.24,11.5,Silt
36.1600_1.1600,36.16,1.16,20.07,59.08,458.7,7.9,10.6,5.3,16.56,9.6,Silt
36.1600_1.2400,36.16,1.24,20.12,59.18,499.7,7.9,8.9,4.45,16.72,13.2,Silt
36.1600_1.3200,36.16,1.32,20.12,59.18,499.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_1.4000,36.16,1.4,20.1,57.69,585.9,7.9,9.8,4.9,18.88,10.0,Silt
36.1600_1.4800,36.16,1.48,20.12,56.89,563.1,7.9,11.3,5.65,18.64,9.0,Silt
36.1600_1.5600,36.16,1.56,20.12,56.89,563.1,7.9,9.6,4.8,19.36,10.8,Silt
36.1600_1.6400,36.16,1.64,20.12,56.43,531.6,7.7,9.5,4.75,16.96,10.6,Clay
36.1600_1.7200,36.16,1.72,19.96,56.48,580.7,7.8,10.8,5.4,17.2,10.0,Clay
36.1600_1.8000,36.16,1.8,19.96,56.48,580.7,7.7,9.6,4.8,16.56,9.4,Clay
36.1600_1.8800,36.16,1.88,19.63,57.45,595.4,7.7,9.4,4.7,17.52,9.9,Silt
36.1600_1.9600,36.16,1.96,19.42,58.42,578.0,7.5,10.8,5.4,16.64,14.2,Silt
36.1600_2.0400,36.16,2.04,19.42,58.42,578.0,7.3,10.5,5.25,15.68,11.6,Silt
36.1600_2.1200,36.16,2.12,19.35,60.45,537.1,7.4,9.1,4.55,15.68,9.9,Clay
36.1600_2.2000,36.16,2.2,19.2,60.79,578.7,7.4,9.5,4.75,15.44,9.5,Clay
36.1600_2.2800,36.16,2.28,18.67,62.29,577.5,7.5,8.6,4.3,15.92,8.8,Silt
36.1600_2.3600,36.16,2.36,18.67,62.29,577.5,7.2,10.0,5.0,17.12,10.5,Clay
36.1600_2.4400,36.16,2.44,18.05,63.24,595.1,7.1,10.3,5.15,16.4,10.4,Clay
36.1600_2.5200,36.16,2.52,17.58,64.6,694.3,7.1,11.0,5.5,16.64,10.4,Clay
36.1600_2.6000,36.16,2.6,17.58,64.6,694.3,6.6,11.3,5.65,14.64,14.6,Silt
36.1600_2.6800,36.16,2.68,16.05,62.63,765.6,6.9,11.2,5.6,15.04,16.3,Silt
36.1600_2.7600,36.16,2.76,16.08,61.13,774.5,6.9,14.7,7.35,16.16,17.1,Silt
36.1600_2.8400,36.16,2.84,16.08,61.13,774.5,6.3,14.0,7.0,13.76,27.2,Clay
36.1600_2.9200,36.16,2.92,15.54,62.12,702.3,6.7,11.8,5.9,13.28,25.1,Clay
36.1600_3.0000,36.16,3.0,16.16,60.75,637.7,6.6,11.0,5.5,14.96,13.3,Clay
36.1600_3.0800,36.16,3.08,16.16,60.75,637.7,7.1,10.7,5.35,13.92,12.2,Silt
36.1600_3.1600,36.16,3.16,16.88,60.21,577.1,7.4,10.1,5.05,16.16,10.3,Silt
36.1600_3.2400,36.16,3.24,16.03,59.27,644.5,7.3,10.1,5.05,13.84,12.1,Silt
36.1600_3.3200,36.16,3.32,17.12,58.84,678.3,7.6,9.6,4.8,14.48,10.2,Clay
36.1600_3.4000,36.16,3.4,15.43,60.27,672.5,6.9,11.1,5.55,12.72,12.4,Silt
36.1600_3.4800,36.16,3.48,14.38,61.28,699.2,7.0,13.5,6.75,12.72,23.4,Clay
36.1600_3.5600,36.16,3.56,14.98,63.17,746.6,7.0,13.4,6.7,13.04,21.7,Clay
36.1600_3.6400,36.16,3.64,15.14,63.22,746.6,6.8,12.6,6.3,12.48,20.5,Silt
36.1600_3.7200,36.16,3.72,15.54,61.22,713.7,7.1,10.0,5.0,13.84,12.2,Silt
36.1600_3.8000,36.16,3.8,16.55,60.36,623.4,7.0,10.1,5.05,14.96,14.2,Silt
36.1600_3.8800,36.16,3.88,17.34,60.53,623.4,7.4,10.6,5.3,13.36,12.3,Clay
36.1600_3.9600,36.16,3.96,15.38,61.11,640.7,6.9,12.0,6.0,12.8,15.1,Silt
36.1600_4.0400,36.16,4.04,15.99,60.33,730.8,7.0,10.6,5.3,13.12,16.6,Clay
36.1600_4.1200,36.16,4.12,15.99,60.33,730.8,7.0,10.7,5.35,12.4,13.7,Silt
36.1600_4.2000,36.16,4.2,15.05,62.17,702.2,6.8,12.4,6.2,12.32,17.4,Silt
36.1600_4.2800,36.16,4.28,17.55,57.78,540.2,7.1,10.5,5.25,14.24,13.6,Clay
36.1600_4.3600,36.16,4.36,18.33,57.9,540.2,7.7,9.5,4.75,16.88,9.6,Clay
36.1600_4.4400,36.16,4.44,17.75,59.03,547.3,7.8,9.7,4.85,14.72,12.5,Clay
36.1600_4.5200,36.16,4.52,17.05,58.88,547.3,7.2,10.1,5.05,13.84,11.6,Clay
36.1600_4.6000,36.16,4.6,12.22,61.73,706.9,6.6,13.2,6.6,12.0,17.3,Silt
36.1600_4.6800,36.16,4.68,14.47,63.91,674.8,7.3,12.3,6.15,14.08,13.9,Silt
36.1600_4.7600,36.16,4.76,12.7,61.53,518.7,7.1,12.7,6.35,14.56,16.3,Clay
36.1600_4.8400,36.16,4.84,15.25,61.99,518.7,7.8,8.8,4.4,14.08,8.9,Clay
36.1600_4.9200,36.16,4.92,15.22,62.49,457.6,7.8,9.2,4.6,14.88,9.1,Clay
36.1600_5.0000,36.16,5.0,14.77,63.57,509.6,7.8,10.1,5.05,15.44,9.0,Clay
36.1600_5.0800,36.16,5.08,14.77,63.57,509.6,7.6,10.3,5.15,16.56,9.9,Clay
36.1600_5.1600,36.16,5.16,15.46,64.98,496.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.1600_5.2400,36.16,5.24,14.85,62.35,456.7,7.7,10.4,5.2,13.84,10.5,Silt
36.1600_5.3200,36.16,5.32,14.51,61.93,499.2,7.7,10.2,5.1,14.4,8.1,Silt
36.1600_5.4000,36.16,5.4,14.51,61.93,499.2,7.6,10.1,5.05,14.32,9.6,Silt
36.1600_5.4800,36.16,5.48,14.28,62.36,540.9,7.8,10.5,5.25,13.68,10.0,Silt
36.1600_5.5600,36.16,5.56,14.51,62.67,500.6,7.6,11.2,5.6,13.84,8.4,Clay
36.1600_5.6400,36.16,5.64,15.23,62.82,500.6,7.4,10.5,5.25,15.52,11.0,Silt
36.1600_5.7200,36.16,5.72,14.59,63.13,482.0,7.3,10.5,5.25,13.68,9.8,Silt
36.1600_5.8000,36.16,5.8,14.58,62.94,466.4,7.1,11.3,5.65,14.24,10.2,Silt
36.1600_5.8800,36.16,5.88,14.58,62.94,466.4,7.2,9.5,4.75,12.96,9.7,Clay
36.1600_5.9600,36.16,5.96,14.98,63.01,483.3,7.1,10.9,5.45,13.92,10.2,Clay
36.1600_6.0400,36.16,6.04,15.56,62.55,445.3,7.3,8.8,4.4,13.36,8.3,Clay
36.1600_6.1200,36.16,6.12,15.56,62.55,445.3,7.4,8.8,4.4,16.48,10.6,Clay
36.1600_6.2000,36.16,6.2,15.8,63.16,437.3,7.3,9.9,4.95,14.48,10.1,Clay
36.1600_6.2800,36.16,6.28,14.23,64.16,430.8,7.2,10.2,5.1,13.52,13.9,Clay
36.1600_6.3600,36.16,6.36,15.55,64.41,430.8,7.4,9.6,4.8,13.84,10.7,Clay
36.1600_6.4400,36.16,6.44,15.66,64.12,459.5,7.5,9.6,4.8,15.92,9.2,Clay
36.1600_6.5200,36.16,6.52,15.03,63.64,477.0,7.3,10.4,5.2,14.88,10.8,Clay
36.1600_6.6000,36.16,6.6,15.06,63.64,477.0,7.4,10.9,5.45,14.8,10.5,Silt
36.1600_6.6800,36.16,6.68,15.94,63.16,481.1,7.6,11.1,5.55,17.04,12.3,Clay
36.1600_6.7600,36.16,6.76,15.62,63.81,510.5,7.3,10.3,5.15,16.56,12.3,Clay
36.1600_6.8400,36.16,6.84,15.21,65.04,526.4,7.2,10.5,5.25,16.16,13.9,Clay
36.1600_6.9200,36.16,6.92,15.21,65.04,526.4,7.2,11.0,5.5,14.24,13.1,Silt
36.1600_7.0000,36.16,7.0,15.15,65.42,522.7,7.1,12.5,6.25,13.2,12.7,Silt
36.1600_7.0800,36.16,7.08,15.27,66.36,498.0,7.2,10.0,5.0,16.64,11.3,Silt
36.1600_7.1600,36.16,7.16,15.27,66.36,498.0,7.4,10.6,5.3,17.28,9.7,Clay
36.1600_7.2400,36.16,7.24,15.28,67.14,476.2,7.3,10.6,5.3,17.52,10.4,Silt
36.1600_7.3200,36.16,7.32,14.93,67.16,497.0,7.2,10.9,5.45,16.56,11.8,Clay
36.1600_7.4000,36.16,7.4,14.93,67.16,497.0,7.0,11.2,5.6,13.2,14.4,Silt
36.1600_7.4800,36.16,7.48,13.27,66.53,561.3,7.0,12.8,6.4,12.24,15.4,Clay
36.1600_7.5600,36.16,7.56,15.01,65.05,436.6,7.2,11.6,5.8,14.96,10.7,Silt
36.1600_7.6400,36.16,7.64,14.29,67.13,657.2,7.2,11.5,5.75,14.0,12.8,Silt
36.1600_7.7200,36.16,7.72,14.7,66.81,655.7,7.3,12.4,6.2,14.32,10.8,Silt
36.1600_7.8000,36.16,7.8,15.16,65.81,592.2,7.0,12.6,6.3,13.84,13.6,Silt
36.1600_7.8800,36.16,7.88,16.08,65.24,543.6,7.2,11.3,5.65,14.0,15.5,Silt
36.1600_7.9600,36.16,7.96,15.63,65.16,543.6,6.9,11.7,5.85,13.6,13.6,Clay
36.1600_8.0400,36.16,8.04,15.01,65.43,558.8,7.1,11.9,5.95,14.0,13.5,Silt
36.1600_8.1200,36.16,8.12,15.96,65.61,558.8,7.1,11.1,5.55,16.08,12.0,Clay
36.1600_8.2000,36.16,8.2,16.15,65.43,519.3,7.1,11.4,5.7,15.76,13.2,Clay
36.1600_8.2800,36.16,8.28,16.54,63.72,531.4,7.2,10.5,5.25,16.64,13.3,Clay
36.1600_8.3600,36.16,8.36,17.22,62.65,552.2,7.3,11.0,5.5,17.52,11.5,Clay
36.1600_8.4400,36.16,8.44,17.89,62.77,552.2,7.4,10.5,5.25,17.76,9.0,Clay
36.1600_8.5200,36.16,8.52,18.78,63.31,493.2,7.8,12.4,6.2,17.52,11.2,Clay
36.1600_8.6000,36.16,8.6,17.53,63.14,481.5,7.8,10.3,5.15,16.96,11.0,Clay
36.1600_8.6800,36.16,8.68,17.53,63.14,481.5,7.9,10.1,5.05,17.28,11.6,Clay
36.2400_-2.2000,36.24,-2.2,19.48,81.11,335.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-2.1200,36.24,-2.12,19.56,81.1,339.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-2.0400,36.24,-2.04,19.61,81.04,316.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.9600,36.24,-1.96,19.61,81.04,316.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.8800,36.24,-1.88,19.64,80.92,323.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.8000,36.24,-1.8,19.67,80.91,316.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.7200,36.24,-1.72,19.67,80.91,316.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.6400,36.24,-1.64,19.68,80.93,308.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.5600,36.24,-1.56,19.67,80.93,326.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.4800,36.24,-1.48,19.67,80.93,326.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.4000,36.24,-1.4,19.67,80.96,322.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.3200,36.24,-1.32,19.69,80.87,337.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.2400,36.24,-1.24,19.69,80.87,337.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.1600,36.24,-1.16,19.7,80.73,365.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.0800,36.24,-1.08,19.71,80.58,380.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-1.0000,36.24,-1.0,19.71,80.58,380.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-0.9200,36.24,-0.92,19.76,80.52,349.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-0.8400,36.24,-0.84,19.77,80.66,360.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-0.7600,36.24,-0.76,19.7,80.77,403.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-0.6800,36.24,-0.68,19.7,80.77,403.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.2400_-0.6000,36.24,-0.6,19.66,80.65,414.0,0.0,0.0,0.0,0.0,0.0,Unknown
